Clave Municipio,"Clave 
Estado",Región,Estado,Municipio,Tipo de población,saving_deposits,sight_deposits,term_deposits,debit_deposits
11015,11,Occidente y Bajío,Guanajuato,Guanajuato,Urbano,"48,542","29,936","6,453",90
11016,11,Occidente y Bajío,Guanajuato,Huanímaro,Semi-urbano,"10,290","4,451","1,387",6
11017,11,Occidente y Bajío,Guanajuato,Irapuato,Semi-metrópoli,"108,214","109,660","16,231","2,192"
11018,11,Occidente y Bajío,Guanajuato,Jaral del Progreso,Semi-urbano,"16,245","8,363","1,481",505
11019,11,Occidente y Bajío,Guanajuato,Jerécuaro,Semi-urbano,"15,146","4,325","4,237",52
11020,11,Occidente y Bajío,Guanajuato,León,Metrópoli,"398,609","236,402","44,413","2,205"
11021,11,Occidente y Bajío,Guanajuato,Moroleón,Semi-urbano,"8,520","9,390",858,144
11022,11,Occidente y Bajío,Guanajuato,Ocampo,Semi-urbano,"9,455","4,672","1,197",59
11023,11,Occidente y Bajío,Guanajuato,Pénjamo,Urbano,"28,579","15,923","2,601",207
11024,11,Occidente y Bajío,Guanajuato,Pueblo Nuevo,En Transición,"3,801","2,723",506,189
11025,11,Occidente y Bajío,Guanajuato,Purísima del Rincón,Urbano,"54,174","30,499","1,968",56
11026,11,Occidente y Bajío,Guanajuato,Romita,Urbano,"20,483","8,498","2,821",34
11027,11,Occidente y Bajío,Guanajuato,Salamanca,Urbano,"79,679","79,617","9,132","2,200"
11028,11,Occidente y Bajío,Guanajuato,Salvatierra,Urbano,"32,233","16,401","3,789",905
11029,11,Occidente y Bajío,Guanajuato,San Diego de la Unión,Semi-urbano,"12,942","5,243","1,592",30
11030,11,Occidente y Bajío,Guanajuato,San Felipe,Urbano,"30,327","10,233","2,183",15
11031,11,Occidente y Bajío,Guanajuato,San Francisco del Rincón,Urbano,"79,129","50,289","3,612",361
11032,11,Occidente y Bajío,Guanajuato,San José Iturbide,Urbano,"46,824","31,500","3,822","2,644"
11033,11,Occidente y Bajío,Guanajuato,San Luis de la Paz,Urbano,"25,377","9,593","2,991","1,055"
11034,11,Occidente y Bajío,Guanajuato,Santa Catarina,En Transición,"1,618",380,154,15
11035,11,Occidente y Bajío,Guanajuato,Santa Cruz de Juventino Rosas,Urbano,"46,418","21,887","4,304",220
11036,11,Occidente y Bajío,Guanajuato,Santiago Maravatío,En Transición,"3,247","1,504",271,1
11037,11,Occidente y Bajío,Guanajuato,Silao,Urbano,"37,763","31,460","3,627",318
11038,11,Occidente y Bajío,Guanajuato,Tarandacuao,En Transición,"4,455","1,667",700,6
11039,11,Occidente y Bajío,Guanajuato,Tarimoro,Semi-urbano,"22,559","10,298","5,486",436
11040,11,Occidente y Bajío,Guanajuato,Tierra Blanca,Semi-urbano,"4,738","1,916",643,182
11041,11,Occidente y Bajío,Guanajuato,Uriangato,Urbano,"9,904","9,776",748,36
11042,11,Occidente y Bajío,Guanajuato,Valle de Santiago,Urbano,"65,003","41,037","9,287",591
11043,11,Occidente y Bajío,Guanajuato,Victoria,Semi-urbano,"6,656","2,229",755,114
11044,11,Occidente y Bajío,Guanajuato,Villagrán,Urbano,"18,790","12,273","1,467",311
11045,11,Occidente y Bajío,Guanajuato,Xichú,En Transición,"3,181","5,167","2,024",43
11046,11,Occidente y Bajío,Guanajuato,Yuriria,Urbano,"46,894","23,535","9,262",328
12001,12,Sur,Guerrero,Acapulco de Juárez,Semi-metrópoli,"20,504","32,673","3,665","1,021"
12002,12,Sur,Guerrero,Ahuacuotzingo,Semi-urbano,596,148,57,0
12003,12,Sur,Guerrero,Ajuchitlán del Progreso,Semi-urbano,115,166,19,1
12004,12,Sur,Guerrero,Alcozauca de Guerrero,Semi-urbano,398,26,13,0
12005,12,Sur,Guerrero,Alpoyeca,En Transición,142,"2,962",836,0
12006,12,Sur,Guerrero,Apaxtla,En Transición,512,178,46,0
12007,12,Sur,Guerrero,Arcelia,Semi-urbano,126,150,11,5
12008,12,Sur,Guerrero,Atenango del Río,En Transición,608,206,21,0
12009,12,Sur,Guerrero,Atlamajalcingo del Monte,En Transición,102,28,17,0
12010,12,Sur,Guerrero,Atlixtac,Semi-urbano,"1,251",178,40,0
12011,12,Sur,Guerrero,Atoyac de Álvarez,Urbano,655,76,35,1
12012,12,Sur,Guerrero,Ayutla de los Libres,Urbano,"2,308",78,83,2
12013,12,Sur,Guerrero,Azoyú,Semi-urbano,716,788,81,0
12014,12,Sur,Guerrero,Benito Juárez,Semi-urbano,105,56,15,0
12015,12,Sur,Guerrero,Buenavista de Cuéllar,En Transición,423,212,39,0
12016,12,Sur,Guerrero,Coahuayutla de José María Izazaga,En Transición,1,5,0,0
12017,12,Sur,Guerrero,Cocula,Semi-urbano,399,287,63,5
12018,12,Sur,Guerrero,Copala,En Transición,624,6,16,1
12019,12,Sur,Guerrero,Copalillo,Semi-urbano,"1,118",636,35,0
12020,12,Sur,Guerrero,Copanatoyac,Semi-urbano,"1,671",123,63,0
12021,12,Sur,Guerrero,Coyuca de Benítez,Urbano,"1,650","1,209",74,3
12022,12,Sur,Guerrero,Coyuca de Catalán,Semi-urbano,481,404,15,34
12023,12,Sur,Guerrero,Cuajinicuilapa,Semi-urbano,"4,360",818,168,0
12024,12,Sur,Guerrero,Cualác,En Transición,26,"1,827",280,0
12025,12,Sur,Guerrero,Cuautepec,Semi-urbano,30,36,5,0
12026,12,Sur,Guerrero,Cuetzala del Progreso,En Transición,150,32,6,0
12027,12,Sur,Guerrero,Cutzamala de Pinzón,Semi-urbano,405,247,3,16
12028,12,Sur,Guerrero,Chilapa de Álvarez,Urbano,"13,548","4,493",949,37
12029,12,Sur,Guerrero,Chilpancingo de los Bravo,Urbano,"13,576","6,906","1,421",159
12030,12,Sur,Guerrero,Florencio Villarreal,Semi-urbano,183,73,8,0
12031,12,Sur,Guerrero,General Canuto A. Neri,En Transición,72,28,14,0
12032,12,Sur,Guerrero,General Heliodoro Castillo,Semi-urbano,8,7,0,0
12033,12,Sur,Guerrero,Huamuxtitlán,Semi-urbano,192,"7,275","1,485",0
12034,12,Sur,Guerrero,Huitzuco de los Figueroa,Semi-urbano,"5,492","3,558",695,46
12035,12,Sur,Guerrero,Iguala de la Independencia,Urbano,"10,715","6,584","1,340",205
12036,12,Sur,Guerrero,Igualapa,En Transición,309,388,91,0
12037,12,Sur,Guerrero,Ixcateopan de Cuauhtémoc,En Transición,224,62,13,0
12038,12,Sur,Guerrero,José Azueta,Urbano,"1,582","2,928",572,29
12039,12,Sur,Guerrero,Juan R. Escudero,Semi-urbano,426,132,21,0
12040,12,Sur,Guerrero,Leonardo Bravo,Semi-urbano,460,518,47,0
12041,12,Sur,Guerrero,Malinaltepec,Semi-urbano,951,43,26,0
12042,12,Sur,Guerrero,Mártir de Cuilapan,Semi-urbano,"1,218",344,72,0
12043,12,Sur,Guerrero,Metlatónoc,Semi-urbano,291,9,10,0
12044,12,Sur,Guerrero,Mochitlán,En Transición,310,161,35,0
12045,12,Sur,Guerrero,Olinalá,Semi-urbano,53,"2,563",263,0
12046,12,Sur,Guerrero,Ometepec,Urbano,"8,533","4,715",811,3
12047,12,Sur,Guerrero,Pedro Ascencio Alquisiras,En Transición,84,28,11,0
12048,12,Sur,Guerrero,Petatlán,Semi-urbano,195,634,141,0
12049,12,Sur,Guerrero,Pilcaya,En Transición,243,124,36,0
12050,12,Sur,Guerrero,Pungarabato,Semi-urbano,848,"1,128",38,17
12051,12,Sur,Guerrero,Quechultenango,Semi-urbano,442,238,18,1
12052,12,Sur,Guerrero,San Luis Acatlán,Semi-urbano,"1,025",53,49,0
12053,12,Sur,Guerrero,San Marcos,Urbano,886,56,3,0
12054,12,Sur,Guerrero,San Miguel Totolapan,Semi-urbano,12,7,0,0
12055,12,Sur,Guerrero,Taxco de Alarcón,Urbano,"9,632","4,963","1,054",53
12056,12,Sur,Guerrero,Tecoanapa,Semi-urbano,"1,086",130,39,0
12057,12,Sur,Guerrero,Técpan de Galeana,Urbano,955,318,151,42
12058,12,Sur,Guerrero,Teloloapan,Urbano,"4,145","1,976",629,20
12059,12,Sur,Guerrero,Tepecoacuilco de Trujano,Semi-urbano,"1,610",887,231,0
12060,12,Sur,Guerrero,Tetipac,En Transición,523,180,29,0
12061,12,Sur,Guerrero,Tixtla de Guerrero,Semi-urbano,"2,191",873,285,2
12062,12,Sur,Guerrero,Tlacoachistlahuaca,Semi-urbano,"3,886",738,222,0
12063,12,Sur,Guerrero,Tlacoapa,En Transición,115,4,1,0
12064,12,Sur,Guerrero,Tlalchapa,En Transición,764,558,18,18
12065,12,Sur,Guerrero,Tlalixtaquilla de Maldonado,En Transición,138,47,12,1
12066,12,Sur,Guerrero,Tlapa de Comonfort,Urbano,"5,655","4,679",675,1
12067,12,Sur,Guerrero,Tlapehuala,Semi-urbano,340,403,27,22
12068,12,Sur,Guerrero,"Unión de Isidoro Montes de Oca, La",Semi-urbano,"1,185","1,871",151,154
12069,12,Sur,Guerrero,Xalpatláhuac,En Transición,128,108,21,0
12070,12,Sur,Guerrero,Xochihuehuetlán,En Transición,29,115,15,0
12071,12,Sur,Guerrero,Xochistlahuaca,Semi-urbano,"9,008",650,550,0
12072,12,Sur,Guerrero,Zapotitlán Tablas,En Transición,316,10,3,0
12073,12,Sur,Guerrero,Zirándaro,Semi-urbano,678,560,2,0
12074,12,Sur,Guerrero,Zitlala,Semi-urbano,"1,052",302,84,0
12075,12,Sur,Guerrero,Eduardo Neri,Urbano,"1,320",946,195,0
12076,12,Sur,Guerrero,Acatepec,Semi-urbano,847,5,10,0
12077,12,Sur,Guerrero,Marquelia,En Transición,"1,917",39,62,0
12078,12,Sur,Guerrero,Cochoapa el Grande,Semi-urbano,8,4,0,0
12079,12,Sur,Guerrero,José Joaquín de Herrera,Semi-urbano,524,176,14,0
12080,12,Sur,Guerrero,Juchitán,En Transición,381,92,13,0
12081,12,Sur,Guerrero,Iliatenco,En Transición,402,49,29,0
13001,13,Centro Sur y Oriente,Hidalgo,Acatlán,Semi-urbano,159,401,5,1
13002,13,Centro Sur y Oriente,Hidalgo,Acaxochitlán,Semi-urbano,28,392,11,0
13003,13,Centro Sur y Oriente,Hidalgo,Actopan,Urbano,"1,686","3,018",233,36
13004,13,Centro Sur y Oriente,Hidalgo,Agua Blanca de Iturbide,En Transición,10,41,1,0
13005,13,Centro Sur y Oriente,Hidalgo,Ajacuba,Semi-urbano,362,541,35,0
13006,13,Centro Sur y Oriente,Hidalgo,Alfajayucan,Semi-urbano,505,500,41,0
13007,13,Centro Sur y Oriente,Hidalgo,Almoloya,En Transición,272,29,0,0
13008,13,Centro Sur y Oriente,Hidalgo,Apan,Semi-urbano,"3,025",336,75,0
13009,13,Centro Sur y Oriente,Hidalgo,"Arenal, El",Semi-urbano,243,650,31,0
13010,13,Centro Sur y Oriente,Hidalgo,Atitalaquia,Semi-urbano,"1,808","2,240",165,0
13011,13,Centro Sur y Oriente,Hidalgo,Atlapexco,Semi-urbano,18,312,40,0
13012,13,Centro Sur y Oriente,Hidalgo,Atotonilco El Grande,Semi-urbano,106,286,12,0
13013,13,Centro Sur y Oriente,Hidalgo,Atotonilco de Tula,Urbano,"3,537","1,679",358,1
13014,13,Centro Sur y Oriente,Hidalgo,Calnali,Semi-urbano,5,"1,662",78,100
13015,13,Centro Sur y Oriente,Hidalgo,Cardonal,Semi-urbano,345,155,23,0
13016,13,Centro Sur y Oriente,Hidalgo,Cuautepec de Hinojosa,Urbano,144,"1,069",63,1
13017,13,Centro Sur y Oriente,Hidalgo,Chapantongo,En Transición,964,446,33,4
13018,13,Centro Sur y Oriente,Hidalgo,Chapulhuacán,Semi-urbano,620,"9,565","1,163",870
13019,13,Centro Sur y Oriente,Hidalgo,Chilcuautla,Semi-urbano,742,315,29,0
13020,13,Centro Sur y Oriente,Hidalgo,Eloxochitlán,Rural,1,2,0,0
13021,13,Centro Sur y Oriente,Hidalgo,Emiliano Zapata,Semi-urbano,257,177,13,0
13022,13,Centro Sur y Oriente,Hidalgo,Epazoyucan,Semi-urbano,51,601,38,2
13023,13,Centro Sur y Oriente,Hidalgo,Francisco I. Madero,Semi-urbano,"1,190","1,619",106,0
13024,13,Centro Sur y Oriente,Hidalgo,Huasca de Ocampo,Semi-urbano,40,72,6,1
13025,13,Centro Sur y Oriente,Hidalgo,Huautla,Semi-urbano,40,230,16,0
13026,13,Centro Sur y Oriente,Hidalgo,Huazalingo,En Transición,22,266,21,0
13027,13,Centro Sur y Oriente,Hidalgo,Huehuetla,Semi-urbano,2,85,0,0
13028,13,Centro Sur y Oriente,Hidalgo,Huejutla de Reyes,Urbano,"1,005","2,996",350,5
13029,13,Centro Sur y Oriente,Hidalgo,Huichapan,Semi-urbano,"7,183","4,271",491,25
13030,13,Centro Sur y Oriente,Hidalgo,Ixmiquilpan,Urbano,"6,386","3,217",315,50
13031,13,Centro Sur y Oriente,Hidalgo,Jacala de Ledezma,En Transición,595,"3,566",279,261
13032,13,Centro Sur y Oriente,Hidalgo,Jaltocán,En Transición,153,533,53,1
13033,13,Centro Sur y Oriente,Hidalgo,Juárez Hidalgo,Rural,3,13,1,0
13034,13,Centro Sur y Oriente,Hidalgo,Lolotla,En Transición,217,567,28,0
13035,13,Centro Sur y Oriente,Hidalgo,Metepec,En Transición,21,71,0,4
13036,13,Centro Sur y Oriente,Hidalgo,San Agustín Metzquititlán,En Transición,13,18,8,0
13037,13,Centro Sur y Oriente,Hidalgo,Metztitlán,Semi-urbano,8,30,0,0
13038,13,Centro Sur y Oriente,Hidalgo,Mineral del Chico,En Transición,34,75,18,0
13039,13,Centro Sur y Oriente,Hidalgo,Mineral del Monte,En Transición,34,455,83,3
13040,13,Centro Sur y Oriente,Hidalgo,"Misión, La",En Transición,100,"1,013",111,0
13041,13,Centro Sur y Oriente,Hidalgo,Mixquiahuala de Juárez,Semi-urbano,"2,804","2,019",168,6
13042,13,Centro Sur y Oriente,Hidalgo,Molango de Escamilla,En Transición,47,397,8,0
13043,13,Centro Sur y Oriente,Hidalgo,Nicolás Flores,En Transición,14,69,1,0
13044,13,Centro Sur y Oriente,Hidalgo,Nopala de Villagrán,Semi-urbano,"1,465",576,28,35
13045,13,Centro Sur y Oriente,Hidalgo,Omitlán de Juárez,En Transición,45,150,6,0
13046,13,Centro Sur y Oriente,Hidalgo,San Felipe Orizatlán,Semi-urbano,717,"2,297",144,44
13047,13,Centro Sur y Oriente,Hidalgo,Pacula,Rural,113,330,5,0
13048,13,Centro Sur y Oriente,Hidalgo,Pachuca de Soto,Semi-metrópoli,"6,043","19,570","1,499",282
13049,13,Centro Sur y Oriente,Hidalgo,Pisaflores,Semi-urbano,195,"6,207","1,429",549
13050,13,Centro Sur y Oriente,Hidalgo,Progreso de Obregón,Semi-urbano,"1,250","1,115",106,1
13051,13,Centro Sur y Oriente,Hidalgo,Mineral de la Reforma,Urbano,"1,080","10,404","1,294",154
13052,13,Centro Sur y Oriente,Hidalgo,San Agustín Tlaxiaca,Semi-urbano,131,"1,311",98,0
13053,13,Centro Sur y Oriente,Hidalgo,San Bartolo Tutotepec,Semi-urbano,4,111,8,0
13054,13,Centro Sur y Oriente,Hidalgo,San Salvador,Semi-urbano,"1,245","1,630",68,0
13055,13,Centro Sur y Oriente,Hidalgo,Santiago de Anaya,Semi-urbano,545,423,48,0
13056,13,Centro Sur y Oriente,Hidalgo,Santiago Tulantepec de Lugo Guerrero,Semi-urbano,116,"1,517",58,13
13057,13,Centro Sur y Oriente,Hidalgo,Singuilucan,Semi-urbano,25,279,21,1
13058,13,Centro Sur y Oriente,Hidalgo,Tasquillo,Semi-urbano,336,138,22,0
13059,13,Centro Sur y Oriente,Hidalgo,Tecozautla,Semi-urbano,"5,513","2,856",273,8
13060,13,Centro Sur y Oriente,Hidalgo,Tenango de Doria,Semi-urbano,6,182,0,0
13061,13,Centro Sur y Oriente,Hidalgo,Tepeapulco,Urbano,"1,058",990,238,8
13062,13,Centro Sur y Oriente,Hidalgo,Tepehuacán de Guerrero,Semi-urbano,"1,586","4,511",250,35
13063,13,Centro Sur y Oriente,Hidalgo,Tepeji del Río de Ocampo,Urbano,"15,546","2,931","1,136",25
13064,13,Centro Sur y Oriente,Hidalgo,Tepetitlán,En Transición,642,597,48,0
13065,13,Centro Sur y Oriente,Hidalgo,Tetepango,En Transición,221,272,19,0
13066,13,Centro Sur y Oriente,Hidalgo,Villa de Tezontepec,En Transición,35,232,11,1
13067,13,Centro Sur y Oriente,Hidalgo,Tezontepec de Aldama,Urbano,"2,350","1,981",148,190
13068,13,Centro Sur y Oriente,Hidalgo,Tianguistengo,En Transición,5,83,4,0
13069,13,Centro Sur y Oriente,Hidalgo,Tizayuca,Urbano,"3,708","3,965",222,14
13070,13,Centro Sur y Oriente,Hidalgo,Tlahuelilpan,Semi-urbano,863,"1,322",86,2
13071,13,Centro Sur y Oriente,Hidalgo,Tlahuiltepa,En Transición,156,578,58,0
13072,13,Centro Sur y Oriente,Hidalgo,Tlanalapa,En Transición,87,199,9,1
13073,13,Centro Sur y Oriente,Hidalgo,Tlanchinol,Semi-urbano,375,"1,967",32,0
13074,13,Centro Sur y Oriente,Hidalgo,Tlaxcoapan,Semi-urbano,"1,745","1,584",107,1
13075,13,Centro Sur y Oriente,Hidalgo,Tolcayuca,Semi-urbano,39,548,45,1
13076,13,Centro Sur y Oriente,Hidalgo,Tula de Allende,Urbano,"27,720","14,313","3,418",412
13077,13,Centro Sur y Oriente,Hidalgo,Tulancingo de Bravo,Urbano,"4,435","8,925",548,235
13078,13,Centro Sur y Oriente,Hidalgo,Xochiatipan,Semi-urbano,34,110,4,0
13079,13,Centro Sur y Oriente,Hidalgo,Xochicoatlán,En Transición,0,29,2,0
13080,13,Centro Sur y Oriente,Hidalgo,Yahualica,Semi-urbano,6,338,17,0
13081,13,Centro Sur y Oriente,Hidalgo,Zacualtipán de Ángeles,Semi-urbano,"2,112",125,22,3
13082,13,Centro Sur y Oriente,Hidalgo,Zapotlán de Juárez,Semi-urbano,49,540,65,2
13083,13,Centro Sur y Oriente,Hidalgo,Zempoala,Urbano,945,"1,240",110,2
13084,13,Centro Sur y Oriente,Hidalgo,Zimapán,Semi-urbano,"3,697","3,094",248,79
14001,14,Occidente y Bajío,Jalisco,Acatic,Semi-urbano,"2,833","6,444",326,0
14002,14,Occidente y Bajío,Jalisco,Acatlán de Juárez,Semi-urbano,"3,821",535,87,0
14003,14,Occidente y Bajío,Jalisco,Ahualulco de Mercado,Semi-urbano,"14,454","8,711","1,438",3
14004,14,Occidente y Bajío,Jalisco,Amacueca,En Transición,"1,043",493,47,0
14005,14,Occidente y Bajío,Jalisco,Amatitán,Semi-urbano,"6,232","2,467",857,24
14006,14,Occidente y Bajío,Jalisco,Ameca,Urbano,"16,884","29,628","5,647",71
14007,14,Occidente y Bajío,Jalisco,San Juanito de Escobedo,En Transición,"4,023",710,202,23
14008,14,Occidente y Bajío,Jalisco,Arandas,Urbano,"13,386","6,961",833,47
14009,14,Occidente y Bajío,Jalisco,"Arenal, El",Semi-urbano,"6,975","3,375",652,65
14010,14,Occidente y Bajío,Jalisco,Atemajac de Brizuela,En Transición,"1,862","1,816",51,191
14011,14,Occidente y Bajío,Jalisco,Atengo,En Transición,837,"2,768",454,1
14012,14,Occidente y Bajío,Jalisco,Atenguillo,Rural,"1,514",572,351,0
14013,14,Occidente y Bajío,Jalisco,Atotonilco El Alto,Urbano,"14,458","6,945",489,44
14014,14,Occidente y Bajío,Jalisco,Atoyac,En Transición,"1,941","2,672",180,3
14015,14,Occidente y Bajío,Jalisco,Autlán de Navarro,Urbano,"56,456","18,438","13,577",473
14016,14,Occidente y Bajío,Jalisco,Ayotlán,Semi-urbano,"8,395","2,765",770,113
14017,14,Occidente y Bajío,Jalisco,Ayutla,En Transición,"6,659","3,771","1,440",0
14018,14,Occidente y Bajío,Jalisco,"Barca, La",Urbano,"15,173","7,010",534,107
14019,14,Occidente y Bajío,Jalisco,Bolaños,En Transición,"1,685","1,330",123,0
14020,14,Occidente y Bajío,Jalisco,Cabo Corrientes,En Transición,"1,311","1,147",49,0
14021,14,Occidente y Bajío,Jalisco,Casimiro Castillo,Semi-urbano,"18,730","6,402","4,164",17
14022,14,Occidente y Bajío,Jalisco,Cihuatlán,Semi-urbano,"6,072","11,836","1,880",9
14023,14,Occidente y Bajío,Jalisco,Zapotlán El Grande,Urbano,"62,534","3,255","2,976",19
14024,14,Occidente y Bajío,Jalisco,Cocula,Semi-urbano,"8,652","4,315",946,34
14025,14,Occidente y Bajío,Jalisco,Colotlán,Semi-urbano,"7,847","4,662",903,0
14026,14,Occidente y Bajío,Jalisco,Concepción de Buenos Aires,En Transición,"2,321","1,995",96,758
14027,14,Occidente y Bajío,Jalisco,Cuautitlán de García Barragán,Semi-urbano,"4,867","10,579","1,184",0
14028,14,Occidente y Bajío,Jalisco,Cuautla,Rural,"2,276","1,272",604,133
14029,14,Occidente y Bajío,Jalisco,Cuquío,Semi-urbano,"2,196","2,212",71,247
14030,14,Occidente y Bajío,Jalisco,Chapala,Urbano,"5,634","1,951","1,055",17
14031,14,Occidente y Bajío,Jalisco,Chimaltitán,Rural,569,285,27,0
14032,14,Occidente y Bajío,Jalisco,Chiquilistlán,En Transición,186,"7,043",796,0
14033,14,Occidente y Bajío,Jalisco,Degollado,Semi-urbano,"2,124","1,445",176,6
14034,14,Occidente y Bajío,Jalisco,Ejutla,Rural,"1,445","2,113",220,0
14035,14,Occidente y Bajío,Jalisco,Encarnación de Díaz,Urbano,"7,054","4,313",411,0
14036,14,Occidente y Bajío,Jalisco,Etzatlán,Semi-urbano,"14,317","2,366","1,045",281
14037,14,Occidente y Bajío,Jalisco,"Grullo, El",Semi-urbano,"23,000","17,980","3,697",859
14038,14,Occidente y Bajío,Jalisco,Guachinango,Rural,300,106,33,0
14039,14,Occidente y Bajío,Jalisco,Guadalajara,Metrópoli,"219,670","207,744","20,896","8,674"
14040,14,Occidente y Bajío,Jalisco,Hostotipaquillo,En Transición,818,47,19,0
14041,14,Occidente y Bajío,Jalisco,Huejúcar,En Transición,"2,397","2,336",269,0
14042,14,Occidente y Bajío,Jalisco,Huejuquilla El Alto,En Transición,"2,000","4,154",599,145
14043,14,Occidente y Bajío,Jalisco,"Huerta, La",Semi-urbano,"6,955","23,217","3,827",235
14044,14,Occidente y Bajío,Jalisco,Ixtlahuacán de los Membrillos,Urbano,"2,924","2,762",91,0
14045,14,Occidente y Bajío,Jalisco,Ixtlahuacán del Río,Semi-urbano,"3,240","4,520",287,"1,195"
14046,14,Occidente y Bajío,Jalisco,Jalostotitlán,Semi-urbano,"8,408","5,409",115,2
14047,14,Occidente y Bajío,Jalisco,Jamay,Semi-urbano,"2,919","1,246",153,9
14048,14,Occidente y Bajío,Jalisco,Jesús María,Semi-urbano,"1,493","3,509",385,22
14049,14,Occidente y Bajío,Jalisco,Jilotlán de los Dolores,En Transición,541,453,51,0
14050,14,Occidente y Bajío,Jalisco,Jocotepec,Semi-urbano,"9,616","3,608",664,17
14051,14,Occidente y Bajío,Jalisco,Juanacatlán,Semi-urbano,"1,153","1,457",25,0
14052,14,Occidente y Bajío,Jalisco,Juchitlán,En Transición,877,"3,261",399,0
14053,14,Occidente y Bajío,Jalisco,Lagos de Moreno,Urbano,"36,939","25,099","1,273",78
14054,14,Occidente y Bajío,Jalisco,"Limón, El",En Transición,"6,057","3,279",897,124
14055,14,Occidente y Bajío,Jalisco,Magdalena,Semi-urbano,"8,990",773,468,6
14056,14,Occidente y Bajío,Jalisco,Santa María del Oro,Rural,25,15,5,0
14057,14,Occidente y Bajío,Jalisco,"Manzanilla de la Paz, La",Rural,540,188,16,0
14058,14,Occidente y Bajío,Jalisco,Mascota,En Transición,"2,091",761,352,23
14059,14,Occidente y Bajío,Jalisco,Mazamitla,En Transición,"6,717","2,850",272,490
14060,14,Occidente y Bajío,Jalisco,Mexticacán,En Transición,401,773,65,0
14061,14,Occidente y Bajío,Jalisco,Mezquitic,Semi-urbano,954,969,94,0
14062,14,Occidente y Bajío,Jalisco,Mixtlán,Rural,"3,281","1,612",595,1
14063,14,Occidente y Bajío,Jalisco,Ocotlán,Urbano,"15,450","6,604",680,222
14064,14,Occidente y Bajío,Jalisco,Ojuelos de Jalisco,Semi-urbano,"5,619","2,213",299,17
14065,14,Occidente y Bajío,Jalisco,Pihuamo,En Transición,"8,200","2,559",337,1
14066,14,Occidente y Bajío,Jalisco,Poncitlán,Urbano,"5,213","2,474",273,35
14067,14,Occidente y Bajío,Jalisco,Puerto Vallarta,Urbano,"10,194","7,564","1,347",119
14068,14,Occidente y Bajío,Jalisco,Villa Purificación,En Transición,"6,226","6,235","1,474",41
14069,14,Occidente y Bajío,Jalisco,Quitupan,En Transición,"1,252",103,36,0
14070,14,Occidente y Bajío,Jalisco,"Salto, El",Urbano,"14,952","15,776",747,39
14071,14,Occidente y Bajío,Jalisco,San Cristóbal de la Barranca,Rural,142,50,3,0
14072,14,Occidente y Bajío,Jalisco,San Diego de Alejandría,En Transición,"5,512","5,241",344,0
14073,14,Occidente y Bajío,Jalisco,San Juan de los Lagos,Urbano,"15,067","7,832",449,26
14074,14,Occidente y Bajío,Jalisco,San Julián,Semi-urbano,"8,808","6,997",347,0
14075,14,Occidente y Bajío,Jalisco,San Marcos,Rural,"1,180",466,138,14
14076,14,Occidente y Bajío,Jalisco,San Martín de Bolaños,Rural,"1,393",934,72,0
14077,14,Occidente y Bajío,Jalisco,San Martín Hidalgo,Semi-urbano,"9,108","3,063","1,520",0
14078,14,Occidente y Bajío,Jalisco,San Miguel El Alto,Semi-urbano,"11,875","6,195",309,34
14079,14,Occidente y Bajío,Jalisco,Gómez Farías,Semi-urbano,"8,722",344,585,1
14080,14,Occidente y Bajío,Jalisco,San Sebastián del Oeste,En Transición,379,"1,988",249,0
14081,14,Occidente y Bajío,Jalisco,Santa María de los Ángeles,Rural,825,329,90,0
14082,14,Occidente y Bajío,Jalisco,Sayula,Semi-urbano,"13,021","3,674","1,261",22
14083,14,Occidente y Bajío,Jalisco,Tala,Urbano,"27,632","8,849","3,141",52
14084,14,Occidente y Bajío,Jalisco,Talpa de Allende,En Transición,"2,723","2,296",176,134
14085,14,Occidente y Bajío,Jalisco,Tamazula de Gordiano,Semi-urbano,"49,227","2,544","2,544",6
14086,14,Occidente y Bajío,Jalisco,Tapalpa,Semi-urbano,"2,500","3,073",237,58
14087,14,Occidente y Bajío,Jalisco,Tecalitlán,Semi-urbano,"11,404","1,593",416,0
14088,14,Occidente y Bajío,Jalisco,Tecolotlán,Semi-urbano,"3,792","10,769","1,884",0
14089,14,Occidente y Bajío,Jalisco,Techaluta de Montenegro,Rural,488,49,12,0
14090,14,Occidente y Bajío,Jalisco,Tenamaxtlán,En Transición,"3,079","2,333",788,0
14091,14,Occidente y Bajío,Jalisco,Teocaltiche,Semi-urbano,"5,814","6,159",103,0
14092,14,Occidente y Bajío,Jalisco,Teocuitatlán de Corona,En Transición,"3,068",574,59,34
14093,14,Occidente y Bajío,Jalisco,Tepatitlán de Morelos,Urbano,"23,435","16,629",542,131
14094,14,Occidente y Bajío,Jalisco,Tequila,Semi-urbano,"10,143","2,025",645,29
14095,14,Occidente y Bajío,Jalisco,Teuchitlán,En Transición,"3,666","2,767",313,4
14096,14,Occidente y Bajío,Jalisco,Tizapán El Alto,Semi-urbano,"12,906","7,148","1,310",108
14097,14,Occidente y Bajío,Jalisco,Tlajomulco de Zúñiga,Semi-metrópoli,"56,387","33,374","3,094",303
14098,14,Occidente y Bajío,Jalisco,Tlaquepaque,Semi-metrópoli,"56,422","61,715","4,852",309
14099,14,Occidente y Bajío,Jalisco,Tolimán,En Transición,"4,553","1,569",275,0
